Name,DiscRef,r_SpT,r_radius,r_log_g,r_Teff,r_Mass,r_D_Trig,r_pm,r_SDSS,r_PanSTARRS_y,JHKRef,MKORef,r_Peculiarities,r_Member,r_Gaia-G,r_RV,Polarization Ref,r_IRAC3p6,r_IRAC4p5,r_MKO-Y,r_Variable,r_Variable_period,r_IRAC5p8,r_IRAC8,r_MKO-L
2MASS J13183258-0632057,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0245-3450,Mace2013,Mace2013,,,,,,,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1318+2130,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
WISEA J131845.58+362614.0,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,Schneider2017,,,,,,,,,,,,
J1318+1736,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1319+1209,Burningham2010b,Burningham2010b,,,,,,,PS1,PS1,,Burningham2010b,Burningham2010b,,,,,,,Burningham2010b,,,,,
J1320+6034,Kirkpatrick2011,Kirkpatrick2011,,,,,,,,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
1320+0409,Reid2008,Reid2008,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,VanLeeuwen2007,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1320+1029,Burningham2010b,Burningham2010b,,,,,,,,PS1,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J1322-2340,Kirkpatrick2011,Kirkpatrick2011,,,,,,,,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J132240.10-331836.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,,Schneider2016,,,,,,,,,,,,,,
J1323-1806,Martin1999,Martin1999,,,,,,Jameson2008,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
SDSS J132353.86+265119.5,Theissen2017,,,,Theissen2017,,,Theissen2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J13240776+1906271,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,Robert2016,,,,,,,,,,,,,
J1324+6358,Looper2007,Looper2007,,,,,,Looper2007,PS1,PS1,2MASS,,Looper2007 ; Burgasser2010a,,,,,,,,,,,,
J1325+0517,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1326+1200,Burningham2010b,Burningham2010b,,,,,,,PS1,PS1,,Burningham2010b,Burningham2010b,,,,,,,Burningham2010b,,,,,
J1326-2729,Gizis2002,Gagne2015c,,,,,,Jameson2008,PS1,,2MASS,,,Gagne2015c,,,,,,,,,,,
1326-0038,Fan2000,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Vrba2004,Vrba2004,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1327+0759,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J132806.18-334048.6,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,,Schneider2016,,,,,,,,,,,,,,
J202.1635-03.7660,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J1328+2114,Kirkpatrick1999,Kirkpatrick1999,,,,,Dahn2002,Dahn2002,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1329+5317,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1329+0357,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J1330+1411,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J202.5764-26.1469,Best2015,,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
2MASS J13313310+3407583,Reid2008,Liu2016,,,,,Liu2016,Liu2016,PS1,PS1,2MASS,,Liu2016,,,Schmidt2010;Kirkpatrick2010,,,,,,,,,
2MASS J13314733-6305061,Beamin2017,,,,,,Beamin2017,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
J1331-0116,Hawley2002,Hawley2002,,,,,Marocco2013,Jameson2008,PS1,PS1,2MASS,,Knapp2004,,,,,,,,,,,,
J1332+2635,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1332+7459,Gomes2013,Gomes2013,,,,,VanLeeuwen2007,Gomes2013,PS1,PS1,2MASS,,Gomes2013,,Gaia1,,,,,,,,,,
J1332+3258,West2008,West2008,,,,,,Zhang2009,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J1333+1509,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1333+3744,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J13334540-0215599,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
SD1333,Zhang2017,Zhang2017,,Zhang2017,Zhang2017,,,Zhang2017,PS1,PS1,,Zhang2017,,,,Zhang2017,,,,Zhang2017,,,,,
J1334+1940,Kirkpatrick1999,Kirkpatrick1999,,,,,,Jameson2008,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1334-8226,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,,,2MASS,,,,Gaia1,,,,,,,,,,
J1335+1506,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J133520.09-070849.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J1335+1130,Burningham2008,Burningham2008,,,,,Dupuy2012,Burningham2008,PS1,,,Burningham2008,,,,,,,,Burningham2008,,,,,
SDSS J133559.70+402146.1,Theissen2017,,,,Theissen2017,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J1336+3743,Cruz2007,Cruz2007,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1337+4938,Cruz2007,Cruz2007,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1337+2636,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1338+4140,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1338-0142,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
UL1338,Zhang2017,Zhang2017,,Zhang2017,Zhang2017,,,Zhang2017,PS1,PS1,,Zhang2017,,,,Zhang2017,,,,Zhang2017,,,,,
J1338+0437,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2MASS J13391950+1523440,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,Robert2016,Robert2016,,,,,,,,,,,,
J1339-0056,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J1339+0104,Burningham2013,Burningham2013,,,,,VanLeeuwen2007,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J1341+0542,Deacon2014,Deacon2014,,,,,,,PS1,PS1,2MASS,,Deacon2014,,,,,,,,,,,,
J1341-3052,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,Bardalez-Gagliuffi2014,,,Galvez_Ortiz2010,,,,,,,,,
J1341+5510,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1342+1340,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1342+1751,Kirkpatrick1999,Kirkpatrick1999,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1342+6037,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J1342-0027,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J1343-1216,Luhman2014a,Kirkpatrick2016,,,,,,GagneBDs,PS1,PS1,2MASS,,Luhman2014a,,,,,,,,,,,,
2MASS J13431074-1216256,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
13431670+3945087,Kirkpatrick2000,Kellogg2015,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1343-0301,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2MASS J13432911+1312267,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,Robert2016,,,,,,,,,,,,,
J1343-0220,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008;Schmidt2010,,,,,,,,,
J134359.71+634213.1,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
2MASS J13441371-1614022,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1345+5216,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1345+6542,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J1346+0842,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
1346-0031,Tsvetanov2000,Burgasser2003d,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Tinney2003,Tinney2003,PS1,PS1,2MASS,Scholz2012?,,,,,,,,Scholz2012?,,,,,
SD1347,Zhang2017,Zhang2017,,Zhang2017,Zhang2017,,,Zhang2017,PS1,PS1,2MASS,Zhang2017,,,Gaia1,Zhang2017,,,,Zhang2017,,,,,
J1347-7610,Kendall2007,Phan-Bao2008,,,,,,Hambly2001,,,2MASS,,,,,,,,,,,,,,
J1348-1344,Deacon2012b,Deacon2012b,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1348+6603,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1348-4227,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,2MASS,,,,Gaia1,,,,,,,,,,
J1348+0353,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J134916.10-341312.6,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,,Schneider2016,,,,Gaia1,,,,,,,,,,
J1349+5049,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J1349+0918,Burningham2010b,Burningham2010b,,,,,,,PS1,,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
UL1350,Zhang2017,Zhang2017,,,,,,,PS1,PS1,,Zhang2017,,,,,,,,Zhang2017,,,,,
J207.7496+29.4240,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1351+4157,Deacon2014,Deacon2014,,,,,,GagneBDs,PS1,PS1,2MASS,,Deacon2014,,Gaia1,,,,,,,,,,
J1352+3240,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1353-0857,Thompson2013,Thompson2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1353+6509,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
J1354+5044,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1355-8258,Schneider2016,Kirkpatrick2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J1356+0853,Burningham2010b,Burningham2010b,,,,,,,PS1,PS1,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J1357+1428,Schmidt2010,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1358+1458,Sheppard2009,Thompson2013,,,,,,GagneBDs,PS1,PS1,2MASS,,Thompson2013,,,,,,,,,,,,
J1358-0046,Gagne2015c,Gagne2015c,,,,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J1358+4234,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1358+3747,Chiu2006,Chiu2006,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1359+4728,Knapp2004,Knapp2004,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
1359-4034,Reid2008,Reid2008,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Faherty2012,Dupuy2012,,,2MASS,,,,,,,,,,,,,,
J1359+3247,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1400+4338,Chiu2006,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1400-3850,Mace2013,Mace2013,,,,,,GagneBDs,,,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1402+0148,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
14025564+0800553,Chiu2006,Kellogg2015,,,,,,GagneBDs,PS1,PS1,2MASS,,Kellogg2015,,,,,,,,,,,,
J1403+2018,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1403+3513,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J1404+4453,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J1404+4002,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J1404+0235,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J1404-0224,West2008,West2008,,,,,,HSOY,PS1,PS1,2MASS,,West2008,,HSOY,Schmidt2010;West2008,,,,,,,,,
J1404+4634,Cruz2007,Cruz2007,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J1404-3159,Looper2007,Looper2008,,,,,Dupuy2012,GagneBDs,PS1,,2MASS,,Looper2008,,,,,,,,,,,,
J1404-4726,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,,,,,,,,,,,,,,,
WISEPC J140518.40+553421.5,Cushing2011,Kirkpatrick2011,,,,,Leggett2017,Leggett2017,PS1,,,Kirkpatrick2011,Kirkpatrick2011,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1405+8350,Castro2013,Scholz2014,,,,,,Castro2013,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1406+5249,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J1406+3604,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J1407+1241,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1407-3033,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1408+0649,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1409-3357,Kirkpatrick2008,Kirkpatrick2008,,,,,,HSOY,PS1,,2MASS,,,,HSOY,,,,,,,,,,
J1409+4327,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J1410+1329,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1411+3936,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
2MASS J14111847+2948515,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
2MASS J14112131-2119503,Faherty2016,Faherty2016,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Liu2016,HSOY,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,HSOY,Faherty2016,Miles-Paez2013,,,,,,,,
J141127.86-481150.6,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J1411+1725,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1411-4524,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,,,,,,,,,,,,,,,
J1411-1403,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J1412+1633,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,Zapatero-Osorio2005,,,,,,,,
L 149-77 B,Beamin2017,,,,,,Beamin2017,HSOY,,,2MASS,,,,HSOY,,,,,,,,,,
LHS 2881 B,Beamin2017,,,,,,Beamin2017,Beamin2017,,,2MASS,,,,,,,,,,,,,,
J141336.37-485327.3,Schneider2016,Schneider2016,,,,,,Schneider2016,,,2MASS,,,,,,,,,,,,,,
2MASS J14140586+0107102,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1415+5724,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,Burgasser2010a,,,,,,,,,,,,
2MASS J14154242+2635040,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
1416+1348B,Bowler2010b,Burgasser2010b,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dupuy2012,Bowler2010b,PS1,PS1,,,Scholz2010b,,,,,,,,,,,,
SD1416,Scholz2010,Zhang2017,,,,,Dupuy2012,Dupuy2012,PS1,PS1,2MASS,Zhang2017,Bowler2010b ; Scholz2010b,,Gaia1,Schmidt2010,,,,Zhang2017,,,,,
1416+5006,Chiu2006,Chiu2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,VanLeeuwen2007,Dupuy2012,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1417+1330,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J1418-3538,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J1418+1455,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1418+6000,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J1419+5919,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1419+4205,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J1420+2131,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1421+1827,Gizis2000,Reid2008,,,,,,Schmidt2007,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1421+0136,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J1422+2215,Chiu2006,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2010 ; Bardalez-Gagliuffi2014,,,,,,,,,,,,
J1422+2340,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J14225717+0827539,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,Robert2016,,,,Schmidt2010,,,,,,,,,
J1423+0116,Pinfield2012,Pinfield2012,,,,,VanLeeuwen2007,,,PS1,,Mace2013,Pinfield2012 ; ?,,,,,Mace2013,Mace2013,Mace2013,,,,,
J1423+6154,Geibetaler2011,Geibetaler2011,,,,,,GagneBDs,PS1,PS1,2MASS,,Geibetaler2011,,,,,,,,,,,,
1424+0917,Becklin1988,Kirkpatrick1999,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,vanAltena1995,vanAltena1995,PS1,PS1,2MASS,,Zuckerman1992,,,,,,,,,,,,
2MASS J14252798-3650229,Kendall2004,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Dieterich2014,Faherty2016,,,2MASS,,Faherty2016,Faherty2016,,Blake2010,,,,,Radigan2014a,Radigan2014a,,,
J1425+0451,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J1426+3130,Zhang2009,Zhang2009,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1428+5120,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J1428+5923,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
1428+3310,Gagne2015c,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,HSOY,PS1,,2MASS,,,,HSOY,,,,,,,,,,
J142921.61+724208.6,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J1429+5730,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J1429+3832,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J1429+3330,Stern2007,Stern2007,,,,,,Stern2007,PS1,PS1,,,,,,,,,,,,,,,
J1430+2915,Wilson2003b,Cruz2003,,,,,,Jameson2008,PS1,PS1,2MASS,,Bouy2003,,,Schmidt2010,,,,,,,,,
J1430+0013,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
SDSS J143103.88-220708.1,Theissen2017,,,,Theissen2017,,,Theissen2017,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J1431+1436,Sheppard2009,Zhang2009,,Gagne2015c,,,,Zhang2009,PS1,PS1,2MASS,,Sheppard2009,,,Schmidt2010,,,,,,,,,
J1431+3513,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
WISEA J143211.17+324433.8,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1432-0059,Knapp2004,Knapp2004,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J1432+3451,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J1433-0837,Lodieu2012,Lodieu2012,,,,,,,PS1,,,,,,,,,,,,,,,,
J218.4532+50.7231,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J218.5616-27.8952,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1434+2202,Sheppard2009,Sheppard2009,,,,,,Sheppard2009,PS1,,2MASS,,Sheppard2009,,,,,,,,,,,,
J1435-0046,Hawley2002,Hawley2002,,,,,Vrba2004,Vrba2004,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1435-0043,Hawley2002,Hawley2002,,,,,Vrba2004,Vrba2004,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1435+1129,Chiu2006,Chiu2006,,,,,,,PS1,PS1,2MASS,,Burgasser2010a,,,,,,,,,,,,
J1436-1814,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,,2MASS,,Kirkpatrick2011,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1438+6408,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Reiners2009;West2008,Tata2009,,,,,,,,
J1438+5722,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1438-1309,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
LHS 377,Zhang2017,Zhang2017,Filippazzo2015,Zhang2017,Zhang2017,Filippazzo2015,,HSOY,PS1,,2MASS,,,,HSOY,,,,,,,,,,
J1439+0205,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008,,,,,,,,,
J1439+0823,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
1439+1929,Kirkpatrick1999,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dahn2002,Dahn2002,PS1,,2MASS,,,,,Blake2010,,,,,,,,,
J1439+0317,Hawley2002,Hawley2002,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J1439+1826,Kirkpatrick1999,Kirkpatrick1999,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J143942.79-110045.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1439+3042,Chiu2006,Chiu2006,,,,,,,PS1,PS1,2MASS,,Burgasser2010a,,,,,,,,,,,,
J1440+0021,Fan2000,Fan2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1440+0026,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
1440+1339,Lepine2005,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1440-1303,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2010,,,Kirkpatrick2010,,,,,,,,,
J144033.28-080406.9,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1441+5046,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
